ts,vram_used_mib,gpu_temp_c,gpu_power_w,engine_rss_mib,mem_available_mib,swap_used_mib
1788567010,77140,51,87.10,45359,13296,4073
1788567015,77140,49,86.10,45359,13313,4073
1788567020,77140,48,84.90,45359,12871,4073
1788567025,77140,46,17.77,45359,12682,4073
1788567030,77140,45,15.43,45359,12518,4073
1788567035,77140,44,15.03,45359,10812,4073
1788567040,77878,48,177.31,45369,11405,4073
1788567046,77910,58,423.31,45605,11265,4073
1788567051,78006,64,498.89,45395,11405,4073
1788567056,78006,52,125.25,45374,12632,4073
1788567061,78006,49,85.64,45374,13221,4073
1788567066,78006,48,85.01,45374,13235,4073
1788567071,78006,47,85.12,45374,12812,4073
1788567076,78006,45,17.20,45374,12649,4073
1788567081,78006,44,15.67,45374,12287,4073
1788567086,78006,49,34.06,45390,11369,4073
1788567091,78006,56,419.70,45384,11328,4073
1788567096,78006,57,430.47,45382,11444,4073
1788567101,78006,50,126.69,45381,11508,4073
1788567106,78006,48,84.61,45381,13244,4073
1788567111,78006,47,84.45,45381,13277,4073
1788567116,78006,46,83.78,45381,12826,4073
1788567121,78006,44,28.50,45381,12678,4073
1788567127,78006,43,14.89,45381,12305,4073
1788567132,78006,42,14.93,45381,11115,4073
1788567137,78006,55,470.11,45494,11257,4073
1788567142,78006,58,422.81,45567,11246,4073
1788567147,78006,49,103.70,45381,13094,4073
1788567152,78006,47,84.32,45381,13161,4073
1788567157,78006,46,84.60,45381,13224,4073
1788567162,78006,45,77.61,45381,12823,4073
1788567167,78006,43,17.58,45381,12616,4073
1788567172,78006,42,16.24,45381,12184,4073
1788567177,78006,53,227.99,45529,11360,4073
1788567182,78134,53,439.81,45615,11263,4073
1788567187,78134,57,374.76,45534,11271,4073
1788567192,78134,59,478.29,45506,11265,4073
1788567197,78134,60,447.51,45598,11266,4073
1788567202,78140,60,390.99,45635,11235,4073
1788567208,78144,67,462.29,45595,11329,4073
1788567213,78144,63,403.83,45523,11412,4073
1788567218,78144,52,88.72,45411,13230,4073
1788567223,78144,51,86.65,45411,13255,4073
1788567228,78144,49,86.33,45411,12881,4073
1788567233,78144,47,19.70,45411,12715,4073
1788567238,78144,46,15.93,45411,12521,4073
1788567243,78144,44,15.42,45411,11408,4073
1788567248,78150,59,236.46,45443,11165,4073
1788567253,78150,64,498.18,45632,11134,4073
1788567258,78150,64,441.77,45626,11232,4073
1788567263,78150,66,446.12,45581,11272,4073
1788567268,78150,63,420.78,45605,11306,4073
1788567273,78150,66,343.01,45676,11250,4073
1788567278,78150,66,408.30,45649,11245,4073
1788567283,78150,66,401.52,45703,11311,4074
1788567289,78150,56,107.46,45425,13255,4074
1788567294,78150,54,89.33,45425,13267,4074
1788567299,78150,52,88.49,45425,12983,4073
1788567304,78150,50,76.42,45425,12294,4072
1788567309,78150,48,17.08,45425,11364,3971
1788567314,78150,46,15.68,45425,10496,3969
1788567319,78150,45,15.88,45433,8490,3952
1788567324,78150,62,497.46,45601,8612,3796
1788567329,78150,57,338.00,45546,8440,3770
1788567334,78150,63,418.76,45752,8074,3770
1788567339,78150,64,462.88,45629,8308,3770
1788567344,78156,63,513.42,45658,8609,3761
1788567349,78156,65,421.14,45550,8797,3761
1788567354,78156,70,442.24,45683,8804,3757
1788567359,78156,67,379.82,45634,8879,3757
1788567364,78156,56,91.03,45438,10718,3749
1788567370,78156,54,88.98,45438,10755,3749
1788567375,78156,52,88.26,45438,10430,3737
1788567380,78156,50,60.47,45438,10256,3738
1788567385,78156,48,17.27,45438,10090,3734
1788567390,78156,46,17.12,45438,9633,3734
1788567395,78156,61,551.29,45507,8774,3702
1788567400,78156,64,492.86,45522,7812,3700
1788567405,78156,62,474.30,45590,8356,3672
1788567410,78156,66,537.84,45537,8088,3672
1788567415,78156,64,425.17,45635,7393,3663
1788567420,78156,67,530.80,45601,8343,3658
1788567425,78156,67,441.15,45664,8008,3650
1788567430,78188,73,577.57,45547,8435,3650
1788567435,78188,68,421.20,45586,7591,3634
1788567440,78188,74,570.04,45563,8137,3631
1788567445,78190,61,121.19,45479,7986,3617
1788567451,78190,57,92.98,45479,9732,3617
1788567456,78190,55,90.54,45479,9778,3590
1788567461,78190,53,89.14,45479,9450,3586
1788567466,78190,50,20.02,45479,9411,3583
1788567471,78190,49,16.94,45479,8787,3583
1788567476,78190,47,15.70,45479,8778,3566
1788567481,78190,65,557.77,45535,8615,3566
1788567486,78190,56,362.76,45498,8755,3550
1788567491,78190,68,542.16,45662,8650,3550
1788567496,78222,70,567.17,45551,8710,3538
1788567501,78382,71,503.33,45591,8731,3538
1788567506,78382,70,550.14,45634,8734,3527
1788567511,78382,58,109.75,45485,10519,3527
1788567516,78382,55,91.32,45485,10539,3511
1788567521,78382,53,88.96,45485,10257,3511
1788567526,78382,51,56.17,45485,10084,3496
1788567532,78382,49,16.05,45485,9909,3496
1788567537,78382,47,15.84,45485,9494,3480
1788567542,78382,62,561.18,45546,8763,3480
1788567547,78382,66,551.74,45636,8617,3467
1788567552,78384,64,339.01,45526,8741,3467
1788567557,78384,68,561.65,45555,8773,3453
1788567562,78384,70,569.25,45549,8780,3453
1788567567,78384,68,430.71,45639,8673,3437
1788567572,78384,57,110.43,45518,10477,3437
1788567577,78384,54,90.59,45518,10477,3426
1788567582,78384,53,89.08,45518,10451,3426
1788567587,78384,51,70.24,45518,10004,3410
1788567592,78384,49,17.58,45518,9844,3410
1788567597,78384,47,18.95,45518,9359,3394
1788567602,78384,60,211.62,45548,8617,3394
1788567607,78384,51,129.08,45523,8613,3378
1788567612,78384,66,541.96,45775,8406,3378
1788567618,78384,64,415.01,45707,8579,3362
1788567623,78384,70,559.00,45747,8566,3362
1788567628,78388,72,564.63,45755,8585,3346
1788567633,78388,72,529.08,45691,8656,3346
1788567638,78388,72,474.99,45642,8728,3330
1788567643,78388,75,576.82,45694,8704,3330
1788567648,78388,75,557.61,45746,8550,3314
1788567653,78388,77,571.35,45742,8589,3314
1788567658,78388,74,557.37,45724,8610,3298
1788567663,78388,78,575.60,45702,8573,3298
1788567668,78390,72,448.30,45667,8628,3282
1788567673,78390,78,572.61,45731,8631,3282
1788567678,78390,74,466.29,45738,8639,3268
1788567683,78390,63,114.59,45554,10499,3268
1788567688,78390,60,96.48,45554,10499,3252
1788567693,78390,57,93.98,45554,10510,3252
1788567699,78390,55,88.33,45554,10070,3252
1788567704,78390,52,22.68,45554,9893,3252
1788567709,78390,51,17.17,45554,9466,3236
1788567714,78390,56,28.84,45582,8557,3236
1788567719,78390,55,191.43,45554,8652,3226
1788567724,78390,69,572.03,45593,8615,3226
1788567729,78390,71,552.65,45688,8516,3226
1788567734,78390,67,424.53,45732,8597,3226
1788567739,78390,73,545.05,45681,8642,3226
1788567744,78390,74,571.70,45760,8609,3226
1788567749,78390,75,570.73,45753,8593,3226
1788567754,78390,76,514.93,45755,8595,3226
1788567759,78390,74,519.95,45724,8675,3227
1788567764,78390,78,567.63,45681,8656,3227
1788567769,78390,78,571.25,45756,8569,3227
1788567774,78390,78,563.68,45766,8556,3227
1788567780,78390,80,585.73,45774,8569,3227
1788567785,78390,80,576.73,45744,8530,3227
1788567790,78390,80,583.72,45806,8460,3227
1788567795,78390,75,416.31,45687,8543,3226
1788567800,78390,65,120.91,45235,10770,3226
1788567805,78390,61,97.09,45235,10781,3220
1788567810,78390,59,94.90,45235,10543,3222
1788567815,78390,56,78.75,45235,10362,3206
1788567820,78390,53,16.99,45235,10170,3206
1788567825,78390,51,16.71,45235,9554,3190
1788567830,78390,64,366.16,45368,8827,3190
1788567835,78390,67,562.42,45304,9041,3176
1788567840,78390,70,552.11,45630,8706,3176
1788567845,78390,69,492.69,45688,8583,3160
1788567850,78390,71,541.29,45718,8629,3160
1788567855,78390,75,561.35,45712,8675,3144
1788567861,78390,77,585.18,45684,8735,3144
1788567866,78390,77,568.12,45737,8672,3142
1788567871,78390,72,537.48,45728,8639,3142
1788567876,78390,79,566.77,45734,8614,3142
1788567881,78390,74,373.48,45714,8732,3142
1788567886,78390,79,573.46,45804,8639,3142
1788567891,78396,79,449.63,45740,8620,3142
1788567896,78396,77,510.10,45726,8691,3142
1788567901,78396,79,554.21,45819,8568,3142
1788567906,78396,76,387.48,45817,8580,3142
1788567911,78396,66,158.25,45606,8936,3142
1788567916,78396,62,97.22,45606,10462,3142
1788567921,78396,59,95.07,45606,10471,3142
1788567926,78396,57,93.13,45606,9952,3142
1788567931,78396,54,22.84,45606,9767,3142
1788567936,78396,52,16.89,45606,9423,3136
1788567942,78396,50,16.17,45606,8498,3136
1788567947,78396,52,104.30,45606,10441,3122
1788567952,78396,51,87.45,45606,10368,3122
1788567957,78396,50,86.81,45606,9955,3111
1788567962,78396,48,78.80,45606,9762,3110
1788567967,78396,46,19.23,45606,9356,3096
1788567972,78396,45,15.40,45606,8494,3096
1788567977,78396,50,158.28,45588,10271,3092
1788567982,78396,47,85.18,45588,10381,3092
1788567987,78396,47,85.02,45588,9966,3089
1788567992,78396,46,85.06,45588,9785,3089
1788567997,78396,44,17.78,45588,9470,3083
1788568002,78396,43,14.70,45588,8535,3083
1788568007,78396,47,110.73,45600,9018,3077
1788568012,78396,45,83.75,45600,10276,3077
1788568017,78396,45,83.54,45600,10008,3075
1788568023,78396,44,83.10,45600,9854,3075
1788568028,78396,42,18.41,45600,9485,3061
1788568033,78396,41,14.48,45600,8414,3061
1788568038,78396,55,529.02,45733,8358,3049
1788568043,78396,50,321.69,45602,8710,3049
1788568048,78396,47,85.11,45602,10385,3049
1788568053,78396,46,84.32,45602,10025,3049
1788568058,78396,45,83.61,45602,9840,3045
1788568063,78396,43,33.06,45602,9617,3045
1788568068,78396,42,15.48,45602,8285,3039
1788568073,78396,59,527.45,45734,8509,3039
1788568078,78396,63,557.30,45630,8728,3035
1788568083,78396,50,103.21,45598,10323,3035
1788568088,78396,48,86.04,45598,10331,3033
1788568093,78396,47,84.67,45598,10001,3033
1788568098,78396,45,63.71,45598,9792,3028
1788568104,78396,44,14.94,45598,9364,3028
1788568109,78396,43,15.66,45598,8670,3028
1788568114,78396,61,512.13,45634,8568,3028
1788568119,78396,64,553.46,45769,8469,3028
1788568124,78396,49,85.81,45600,10315,3028
1788568129,78396,48,85.75,45600,10047,3028
1788568134,78396,47,84.01,45600,9856,3028
1788568139,78396,44,40.09,45600,9635,3028
1788568144,78396,43,14.96,45600,8624,3028
1788568149,78396,58,551.32,45702,8448,3027
1788568154,78396,50,373.04,45771,8378,3027
1788568159,78396,62,386.25,45797,8432,3027
1788568164,78396,60,292.69,45818,8480,3027
1788568169,78396,54,417.75,45838,8483,3027
1788568174,78396,65,559.20,45502,8807,3027
1788568179,78396,69,561.03,45613,8710,3027
1788568184,78396,71,568.76,45723,8610,3027
1788568190,78396,58,343.36,45725,8576,3027
1788568195,78396,71,569.08,43325,10959,3027
1788568200,78396,73,553.28,43435,10850,3027
1788568205,78396,56,92.33,43249,12757,3027
1788568210,78396,54,90.33,43249,12353,3027
1788568215,78396,52,88.88,43249,12188,3027
1788568220,78396,50,54.92,43249,11989,3027
1788568225,78396,48,18.88,43249,11502,3027
1788568230,78396,63,554.26,43427,10680,3027
1788568235,78396,66,544.74,43538,10602,3027
1788568240,78396,67,565.85,43538,10712,3027
1788568245,78396,70,576.51,43648,10618,3027
1788568250,78396,71,572.47,42806,11461,3027
1788568255,78396,74,581.00,42917,11378,3027
1788568260,78398,74,488.54,43227,11087,3027
1788568265,78398,76,580.79,43012,11206,3027
1788568271,78398,63,160.74,43252,11069,3027
1788568276,78398,58,94.74,43252,12742,3027
1788568281,78398,56,92.15,43252,12332,3027
1788568286,78398,54,90.64,43252,12150,3027
1788568291,78398,51,22.61,43252,11779,3027
1788568296,78398,50,15.89,43252,10766,3027
1788568301,78398,66,548.15,43340,10945,3027
1788568306,78398,57,414.08,43510,10890,3027
1788568311,78398,70,572.18,43553,10753,3027
1788568316,78398,73,571.42,43664,10591,3027
1788568321,78398,74,574.66,43775,10476,3027
1788568326,78398,75,577.10,43143,11126,3027
1788568331,78398,76,560.35,43254,11039,3027
1788568336,78398,76,542.38,43521,10826,3027
1788568341,78398,60,96.01,43374,12489,3027
