07:46:29,105.66, 2685, 43, 25
07:46:34,84.92, 2610, 42, 0
07:46:39,84.43, 2610, 42, 0
07:46:44,85.06, 2610, 41, 0
07:46:49,26.76, 180, 39, 0
07:46:54,16.82, 180, 39, 0
07:46:59,16.77, 180, 38, 0
07:47:04,15.32, 180, 37, 0
07:47:09,16.32, 180, 37, 0
07:47:14,83.84, 2610, 38, 0
07:47:19,83.68, 2610, 38, 0
07:47:24,83.56, 2610, 38, 0
07:47:29,50.80, 217, 37, 0
07:47:34,96.11, 2610, 37, 0
07:47:39,218.19, 1792, 40, 3
07:47:44,91.72, 2610, 38, 0
07:47:49,82.36, 2610, 38, 0
07:47:54,82.82, 2610, 38, 0
07:47:59,57.75, 277, 37, 0
07:48:04,16.53, 180, 36, 0
07:48:09,15.37, 180, 35, 0
07:48:14,105.89, 2610, 38, 0
07:48:19,82.98, 2610, 37, 0
07:48:24,82.09, 2610, 37, 0
07:48:30,82.11, 2610, 37, 0
07:48:35,17.51, 180, 36, 0
07:48:40,15.07, 180, 35, 0
07:48:45,300.28, 1485, 44, 100
07:48:50,120.64, 2887, 39, 0
07:48:55,83.33, 2610, 38, 0
07:49:00,83.51, 2610, 38, 0
07:49:05,83.35, 2610, 38, 0
07:49:10,17.12, 180, 36, 0
07:49:15,14.87, 180, 36, 0
07:49:20,245.24, 1995, 44, 100
07:49:25,83.61, 2610, 38, 0
07:49:30,82.61, 2610, 38, 0
07:49:35,82.96, 2610, 38, 0
07:49:40,49.98, 217, 36, 0
07:49:45,14.87, 180, 36, 0
07:49:50,49.99, 2610, 36, 0
07:49:55,301.47, 2715, 43, 91
07:50:00,294.76, 2880, 45, 75
07:50:05,124.87, 2887, 41, 0
07:50:10,83.53, 2610, 39, 0
07:50:15,83.05, 2610, 39, 0
07:50:20,82.94, 2610, 39, 0
07:50:25,17.70, 180, 37, 0
07:50:30,15.06, 180, 36, 0
07:50:35,248.80, 2737, 43, 100
07:50:40,226.33, 2887, 47, 44
07:50:45,300.07, 2857, 46, 70
07:50:50,299.90, 2002, 47, 77
07:50:55,84.43, 2610, 41, 0
