ts,vram_used_mib,gpu_temp_c,gpu_power_w,engine_rss_mib,mem_available_mib,swap_used_mib
1788614053,89686,65,414.05,45903,10920,4095
1788614058,89686,68,464.90,45930,10918,4095
1788614063,89686,70,435.76,45875,10968,4095
1788614068,89686,58,95.69,45762,12740,4095
1788614073,89686,56,93.35,45762,12694,4095
1788614078,89686,54,91.66,45762,12332,4095
1788614083,89686,52,57.62,45762,12208,4095
1788614088,89686,50,16.79,45762,12004,4095
1788614093,89686,49,16.47,45762,10502,4095
1788614098,89686,64,559.10,45854,10791,4095
1788614103,89686,63,390.22,45910,10682,4095
1788614109,89686,68,534.09,45883,10845,4095
1788614114,89686,70,473.57,45978,10834,4095
1788614119,89686,67,512.20,45942,10932,4095
1788614124,89686,73,536.61,46098,10751,4095
1788614129,89686,70,439.35,45883,10952,4095
1788614134,89686,70,431.24,46051,10822,4095
1788614139,89686,61,176.34,45769,12371,4095
1788614144,89686,58,95.51,45769,12820,4095
1788614149,89686,56,92.99,45769,12814,4095
1788614154,89686,54,90.58,45769,12335,4095
1788614159,89686,51,21.36,45769,12165,4095
1788614164,89686,50,16.65,45769,11787,4095
1788614169,89686,49,16.90,45790,10845,4095
1788614174,89686,65,564.56,45889,10863,4095
1788614179,89688,65,240.52,45967,10817,4095
1788614184,89688,64,447.86,45813,11048,4095
1788614190,89688,63,516.00,45994,10863,4095
1788614195,89688,72,580.63,45556,11331,4096
1788614200,89688,74,553.31,45331,11514,4095
1788614205,89688,74,570.91,45122,11772,4095
1788614210,89688,72,464.38,45492,11406,4095
1788614215,89688,76,585.59,44243,12668,4095
1788614220,89688,77,418.00,44595,12318,4095
1788614225,89688,62,107.01,43698,14822,4095
1788614230,89688,59,95.71,43698,14822,4095
1788614235,89688,57,94.90,43698,14556,4095
1788614240,89688,55,70.11,43698,14371,4095
1788614245,89688,52,20.34,43698,14137,4095
1788614250,89688,51,18.16,43698,13553,4095
1788614255,89688,65,565.76,43813,12899,4095
1788614260,89688,62,552.30,44081,12781,4095
1788614265,89688,70,481.02,43776,13020,4095
1788614271,89752,72,518.18,43903,12868,4095
1788614276,89752,74,557.55,44131,12603,4095
1788614281,89752,75,588.50,43681,13085,4095
1788614286,89752,64,352.18,43588,13278,4095
1788614291,89752,59,96.37,43588,14901,4095
1788614296,89752,57,95.02,43588,14940,4095
1788614301,89752,55,93.24,43588,14599,4096
1788614306,89752,53,42.34,43588,14403,4095
1788614311,89752,51,20.84,43588,14245,4095
1788614316,89752,50,19.35,43588,12662,4095
1788614321,89752,67,575.53,43685,13238,4096
1788614326,89752,70,566.05,44075,12855,4095
1788614331,89752,67,449.09,44258,12625,4095
1788614336,89752,72,558.73,44393,12513,4095
1788614341,89752,73,560.14,44292,12525,4095
1788614346,89752,71,467.42,44158,12630,4095
1788614352,89752,59,95.71,44145,14349,4095
1788614357,89752,57,94.05,44145,14349,4095
1788614362,89752,55,92.10,44145,14074,4095
1788614367,89752,53,57.63,44145,13930,4095
1788614372,89752,51,16.55,44145,13705,4095
1788614377,89752,49,16.41,44145,12813,4095
1788614382,89752,63,538.23,44345,12260,4095
1788614387,89752,66,369.13,44580,12095,4095
1788614392,89752,70,563.86,45144,11743,4095
1788614397,89752,66,398.26,45498,11413,4095
1788614402,89752,73,560.12,45902,11029,4095
1788614407,89752,74,575.55,46072,10733,4095
1788614412,89752,75,578.54,46100,10725,4095
1788614417,89752,66,355.87,45984,10882,4095
1788614422,89752,77,569.42,46064,10842,4095
1788614427,89752,77,556.71,46021,10747,4095
1788614433,89752,79,563.81,46045,10777,4096
1788614438,89752,74,515.54,45946,10931,4095
1788614443,89752,74,543.39,45951,10913,4096
1788614448,89752,76,434.98,45984,10882,4096
1788614453,89752,81,579.42,46009,10842,4095
1788614458,89752,77,443.70,45948,10818,4095
1788614463,89752,66,120.27,44503,13971,4095
1788614468,89752,63,98.65,44503,13991,4095
1788614473,89752,61,97.24,44503,13997,4095
1788614478,89752,58,91.85,44503,13543,4097
1788614483,89752,55,22.59,44503,13376,4095
1788614488,89752,54,18.77,44503,13003,4095
1788614493,89752,52,17.67,44503,11950,4095
1788614498,89752,67,546.40,44987,11828,4095
1788614503,89752,72,578.86,44839,11891,4095
1788614508,89752,75,582.13,45056,11736,4095
1788614514,89752,70,440.30,45944,10919,4095
1788614519,89752,76,581.98,44723,12131,4095
1788614524,89752,75,524.54,45643,11187,4095
1788614529,89752,73,388.12,46021,10820,4095
1788614534,89752,77,555.44,46137,10727,4095
1788614539,89752,79,591.21,46129,10590,4095
1788614544,89752,81,583.90,46130,10733,4095
1788614549,89752,80,413.76,46214,10711,4095
1788614554,89752,82,548.94,46111,10820,4095
1788614559,89752,81,596.04,46147,10765,4095
1788614564,89752,83,578.05,46014,10931,4095
1788614569,89752,80,406.50,46059,10862,4095
1788614574,89752,82,565.60,45970,10907,4095
1788614579,89752,70,232.37,43747,13245,4095
1788614584,89752,65,99.24,43747,14830,4095
1788614589,89752,63,98.48,43747,14859,4095
1788614595,89752,60,96.54,43747,14433,4095
1788614600,89752,57,28.76,43747,14231,4095
1788614605,89752,55,18.83,43747,13998,4095
1788614610,89752,53,17.39,43747,12828,4095
1788614615,89752,66,198.43,43749,12985,4095
1788614620,89752,71,552.28,43880,12991,4095
1788614625,89752,74,576.52,44278,12625,4095
1788614630,89752,75,572.19,44993,11862,4095
1788614635,89752,76,569.07,45332,11576,4095
1788614640,89752,78,590.96,45441,11489,4095
1788614645,89752,76,477.60,46142,10775,4095
1788614650,89880,70,502.06,46047,10735,4095
1788614655,89880,81,545.10,46105,10659,4095
1788614660,89880,80,516.75,46129,10720,4095
1788614665,89880,81,486.70,46086,10754,4095
1788614670,89880,82,580.16,46123,10756,4095
1788614676,89880,82,590.91,46133,10715,4095
1788614681,89880,83,577.51,46100,10747,4095
1788614686,89880,83,588.77,46103,10813,4095
1788614691,89880,77,404.80,45992,10929,4095
1788614696,89880,66,109.64,43430,15098,4095
1788614701,89880,63,98.31,43430,15123,4095
1788614706,89880,61,97.37,43430,14842,4095
1788614711,89880,58,63.29,43430,14644,4095
1788614716,89880,56,20.96,43430,14396,4095
1788614721,89880,54,18.07,43430,13863,4095
1788614726,89880,52,17.70,43430,13340,4095
1788614731,89880,54,100.54,43762,14801,4095
1788614736,89880,53,90.32,43762,14524,4095
1788614741,89880,52,89.83,43762,14290,4095
1788614746,89880,50,57.29,43762,14125,4095
1788614752,89880,48,16.48,43762,13503,4095
1788614757,89880,48,16.10,43762,13174,4095
1788614762,89880,57,529.97,44254,12630,4095
1788614767,89880,50,88.08,43985,14381,4095
1788614772,89880,49,87.53,43985,14155,4095
1788614777,89880,48,87.34,43985,14047,4095
1788614782,89880,47,54.69,43985,13800,4095
1788614787,89880,46,15.95,43985,13050,4095
1788614792,89880,45,16.00,43985,12741,4095
1788614797,89880,49,147.83,44096,12649,4095
1788614802,89880,47,86.57,44096,14450,4095
1788614807,89880,47,86.61,44096,13995,4095
1788614812,89880,46,86.20,44096,13828,4095
1788614817,89880,44,24.47,44096,13489,4096
1788614822,89880,44,15.34,44096,12388,4095
1788614827,89880,61,568.10,44521,12176,4095
1788614833,89880,53,405.58,44652,12084,4095
1788614838,89880,49,87.59,44652,13798,4095
1788614843,89880,48,87.81,44652,13456,4095
1788614848,89880,47,86.73,44652,13274,4095
1788614853,89880,46,43.28,44652,13090,4095
1788614858,89880,45,15.69,44652,12548,4095
1788614863,89880,58,172.02,44737,11875,4095
1788614868,89880,64,569.38,44967,11747,4095
1788614873,89880,66,548.21,45090,11760,4095
1788614878,89880,51,89.32,45096,13275,4095
1788614883,89880,50,88.10,45096,13089,4095
1788614888,89880,49,87.20,45096,12940,4095
1788614893,89880,47,55.42,45096,12726,4095
1788614898,89880,46,16.81,45096,12025,4095
1788614903,89880,60,272.93,45191,11481,4095
1788614908,89880,65,568.73,44414,12232,4095
1788614913,89880,54,294.15,44097,12639,4095
1788614919,89880,51,89.41,44097,14448,4095
1788614924,89880,50,88.14,44097,14044,4095
1788614929,89880,49,87.89,44097,13882,4095
1788614934,89880,47,52.10,44097,13702,4095
1788614939,89880,46,16.79,44097,11899,4095
1788614944,89880,63,568.83,44290,12514,4095
1788614949,89880,64,444.11,44422,12410,4095
1788614954,89880,63,269.48,44478,12351,4095
1788614959,89880,55,422.64,44620,12265,4095
1788614964,89880,67,296.83,44595,12331,4095
1788614969,89880,69,572.11,43083,13858,4095
1788614974,89880,72,574.09,43194,13749,4095
1788614979,89880,64,525.92,43308,13649,4095
1788614984,89880,72,302.03,43330,13568,4095
1788614989,89882,75,577.28,42418,14468,4095
1788614994,89882,67,515.92,42646,14250,4095
1788615000,89882,59,96.95,42521,15896,4095
1788615005,89882,57,94.55,42521,15609,4095
1788615010,89882,55,92.76,42521,15515,4095
1788615015,89882,53,55.91,42521,15294,4095
1788615020,89882,51,17.44,42521,14662,4095
1788615025,89882,64,514.40,42774,13757,4095
1788615030,89882,69,577.91,42885,13745,4095
1788615035,89882,71,582.95,42885,13846,4095
1788615040,89882,73,581.71,42996,13808,4095
1788615045,89882,75,587.17,42467,14317,4095
1788615050,89882,76,566.90,42578,14308,4095
1788615055,89882,77,571.80,42690,14231,4095
1788615060,89882,79,591.47,42669,14219,4095
1788615065,89882,67,289.00,42857,13983,4095
1788615070,89882,62,97.81,42857,15726,4095
1788615075,89882,59,96.35,42857,15284,4095
1788615081,89882,57,95.03,42857,15126,4095
1788615086,89882,54,39.39,42857,14934,4095
1788615091,89882,52,19.90,42857,14485,4095
1788615096,89882,64,95.36,42969,13707,4095
1788615101,89882,69,560.64,42989,13757,4095
1788615106,89882,71,577.34,43215,13647,4095
1788615111,89882,73,555.18,43326,13506,4095
1788615116,89882,76,585.90,43326,13480,4095
1788615121,89882,77,585.97,43437,13398,4095
1788615126,89882,78,589.65,42464,14320,4095
1788615131,89882,79,592.39,42575,14240,4095
1788615136,89882,67,175.78,42637,14241,4095
1788615141,89882,62,98.08,42637,15958,4095
