ts,vram_used_mib,gpu_temp_c,gpu_power_w,engine_rss_mib,mem_available_mib,swap_used_mib
1788565810,93593,61,395.91,3217,49604,5380
1788565815,93593,56,395.40,3218,49780,5380
1788565820,93593,63,472.17,3218,49791,5379
1788565825,93593,58,365.89,3218,49801,5379
1788565830,93593,50,87.57,3218,51420,5379
1788565835,93593,49,85.93,3218,51432,5379
1788565840,93593,48,85.68,3218,51038,5378
1788565845,93593,46,47.76,3218,50874,5378
1788565850,93593,45,15.89,3218,50656,5379
1788565855,93593,44,15.16,3218,50129,5378
1788565861,93593,53,347.24,3219,49550,5378
1788565866,93593,57,355.76,3219,49642,5377
1788565871,93593,55,389.16,3219,49717,5378
1788565876,93593,62,376.46,3220,49723,5377
1788565881,93593,57,361.67,3220,49765,5377
1788565886,93593,53,202.23,3220,49903,5377
1788565891,93593,50,86.56,3220,51405,5376
1788565896,93593,49,85.66,3220,51426,5376
1788565901,93593,48,85.06,3220,50994,5376
1788565906,93593,46,26.86,3220,50782,5376
1788565911,93593,44,15.11,3220,50449,5376
1788565916,93593,43,15.06,3220,49196,5376
1788565921,94435,52,216.99,3236,49576,5376
1788565926,94435,55,356.34,3236,49623,5376
1788565931,94435,56,429.44,3236,49672,5376
1788565936,94435,59,331.81,3241,49698,5375
1788565942,94435,59,362.61,3241,49662,5375
1788565947,94435,60,367.99,3242,49733,5375
1788565952,94435,51,87.41,3242,51365,5375
1788565957,94435,50,86.62,3242,51392,5375
1788565962,94435,49,85.64,3242,50908,5375
1788565967,94435,46,33.14,3242,50788,5376
1788565972,94435,45,15.34,3242,50556,5375
1788565977,94435,44,15.02,3242,49145,5375
1788565982,94435,53,229.44,3242,49571,5375
1788565987,94435,55,356.51,3242,49609,5375
1788565992,94435,58,451.17,3242,49636,5375
1788565997,94435,65,488.80,3242,49705,5374
1788566002,94435,52,104.03,3242,51367,5374
1788566007,94435,50,87.21,3242,51388,5374
1788566012,94435,49,86.50,3242,51342,5374
1788566017,94435,48,85.98,3242,50864,5374
1788566023,94435,45,18.11,3242,50676,5374
1788566028,94435,44,15.09,3242,50263,5374
1788566033,94435,57,214.66,3243,49506,5373
1788566038,94435,54,413.22,3243,49564,5373
1788566043,94435,62,568.74,3243,49641,5373
1788566048,94435,58,369.18,3243,49690,5373
1788566053,94435,52,190.19,3243,49853,5373
1788566058,94435,50,86.94,3243,51378,5373
1788566063,94435,49,86.43,3243,51365,5373
1788566068,94435,48,85.55,3243,50916,5373
1788566073,94435,45,24.65,3243,50740,5373
1788566078,94435,44,16.44,3243,50479,5373
1788566083,94435,43,15.23,3243,49415,5373
1788566088,94435,59,561.91,3243,49609,5373
1788566093,94435,63,552.43,3244,49679,5373
1788566098,94435,61,562.16,3244,49722,5373
1788566104,94435,66,514.13,3244,49691,5373
1788566109,94435,66,437.37,3244,49721,5372
1788566114,94435,62,434.07,3244,49718,5372
1788566119,94435,69,422.11,3245,49759,5371
1788566124,94435,63,368.31,3246,49717,5371
1788566129,94435,55,100.19,3246,51378,5371
1788566134,94435,53,89.50,3246,51358,5371
1788566139,94435,52,88.35,3246,51081,5372
1788566144,94435,50,66.61,3246,50921,5371
1788566149,94435,48,18.85,3246,50662,5371
1788566154,94435,46,17.10,3246,50185,5370
1788566159,94435,50,450.74,3246,49405,5370
1788566164,94435,58,534.03,3246,49496,5370
1788566169,94435,58,410.31,3246,49595,5370
1788566174,94435,65,564.25,3246,49659,5370
1788566179,94435,67,568.84,3246,49742,5370
1788566185,94435,62,414.78,3248,49706,5370
1788566190,94435,65,407.55,3248,49736,5371
1788566195,94435,66,385.09,3249,49757,5370
1788566200,94435,65,370.15,3249,49786,5370
1788566205,94435,56,93.16,3249,51437,5370
1788566210,94435,54,90.45,3249,51430,5370
1788566215,94435,53,88.93,3249,50999,5369
1788566220,94435,50,55.70,3249,50802,5370
1788566225,94435,48,16.04,3249,50584,5370
1788566230,94435,47,15.71,3249,49358,5369
1788566235,94435,60,551.95,3249,49507,5369
1788566240,94435,58,366.01,3249,49575,5369
1788566245,94435,61,527.09,3249,49644,5369
1788566250,94435,67,429.97,3249,49702,5369
1788566255,94435,62,377.20,3249,49726,5369
1788566260,94435,65,522.03,3250,49751,5368
1788566266,94435,71,557.62,3250,49761,5368
1788566271,94435,72,527.61,3250,49764,5368
1788566276,94435,66,376.91,3250,49772,5368
1788566281,94435,58,102.66,3250,51394,5368
1788566286,94435,55,91.13,3250,51345,5368
1788566291,94435,54,90.32,3250,51059,5368
1788566296,94435,51,56.08,3250,50859,5368
1788566301,94435,49,17.21,3250,50605,5368
1788566306,94435,48,15.84,3250,50187,5368
1788566311,94435,56,38.70,3250,49487,5369
1788566316,94435,48,85.39,3250,51203,5368
1788566321,94435,47,85.02,3250,50906,5368
1788566326,94435,46,84.56,3250,50821,5368
1788566331,94435,45,46.52,3250,50619,5368
1788566336,94435,44,15.42,3250,48976,5368
1788566341,94435,46,176.36,3250,49602,5368
1788566347,94435,44,84.31,3250,51334,5368
1788566352,94435,44,83.41,3250,50896,5368
1788566357,94435,44,83.85,3250,50708,5368
1788566362,94435,42,21.35,3250,50393,5368
1788566367,94435,41,14.93,3250,48719,5368
1788566372,94435,43,100.39,3250,51292,5368
1788566377,94435,43,83.07,3250,51334,5368
1788566382,94435,42,82.32,3250,50874,5368
1788566387,94435,41,66.16,3250,50683,5368
1788566392,94435,40,16.50,3250,50289,5368
1788566397,94435,40,14.72,3250,49297,5368
1788566402,94435,43,100.19,3250,51133,5368
1788566407,94435,43,83.29,3250,51256,5367
1788566412,94435,42,83.07,3250,50900,5368
1788566417,94435,41,78.81,3250,50746,5368
1788566422,94435,40,16.28,3250,50346,5368
1788566428,94435,40,14.71,3250,49384,5368
1788566433,94435,45,177.55,3250,49630,5368
1788566438,94435,43,84.25,3250,51255,5367
1788566443,94435,43,82.68,3250,50883,5368
1788566448,94435,42,82.32,3250,50732,5367
1788566453,94435,41,32.19,3250,50357,5367
1788566458,94435,40,16.33,3250,49340,5367
1788566463,94435,58,545.62,3250,49470,5365
1788566468,94435,43,84.22,3250,51277,5364
1788566473,94435,43,83.23,3250,50947,5365
1788566478,94435,42,81.80,3250,50772,5365
1788566483,94435,41,30.76,3250,50592,5364
1788566488,94435,40,14.94,3250,49298,5364
1788566493,94435,56,560.54,3281,49374,5364
1788566498,94435,60,469.13,3286,49501,5364
1788566503,94435,62,576.05,3286,49553,5364
1788566509,94435,52,201.47,3286,49756,5364
1788566514,94435,49,86.06,3286,51305,5364
1788566519,94435,48,85.02,3286,50892,5366
1788566524,94435,47,85.28,3286,50715,5365
1788566529,94435,44,18.93,3286,50444,5365
1788566534,94435,43,15.35,3286,49192,5365
1788566539,94435,59,568.63,3287,49458,5365
1788566544,94435,63,511.78,3287,49562,5365
1788566549,94435,67,533.48,3287,49624,5365
1788566554,94435,52,96.39,3287,51317,5364
1788566559,94435,50,86.31,3287,51008,5364
1788566564,94435,49,86.18,3287,50844,5364
1788566569,94435,47,72.03,3287,50595,5364
1788566574,94435,45,15.52,3287,50031,5364
1788566579,94435,58,224.26,3287,49386,5364
1788566584,94435,64,567.25,3288,49458,5364
1788566590,94435,66,577.75,3288,49532,5364
1788566595,94435,59,539.93,3288,49668,5364
1788566600,94435,52,89.27,3288,51303,5364
