ts,vram_used_mib,gpu_temp_c,gpu_power_w,engine_rss_mib,mem_available_mib,swap_used_mib
1788569475,74666,61,96.78,45489,10501,3009
1788569480,74666,58,94.98,45489,10513,3009
1788569485,74666,56,92.57,45489,10155,3009
1788569490,74666,53,64.05,45489,9979,3009
1788569495,74666,51,16.61,45489,9804,3009
1788569500,74666,49,16.30,45489,8303,3009
1788569505,74666,64,555.53,45638,8571,3009
1788569510,74666,65,563.72,45531,8764,3009
1788569515,74666,69,544.46,45623,8695,3009
1788569520,74666,66,275.26,45646,8564,3009
1788569525,74666,72,524.98,45623,8616,3009
1788569530,74666,73,531.65,45662,8524,3009
1788569535,74666,70,423.86,45628,8569,3009
1788569540,74666,76,566.82,45709,8543,3009
1788569545,74666,76,565.26,45697,8598,3009
1788569550,74666,78,583.34,45608,8707,3010
1788569556,74666,78,580.05,45674,8595,3010
1788569561,74666,79,576.16,45672,8563,3010
1788569566,74666,80,568.54,45650,8618,3010
1788569571,74666,80,593.36,45648,8651,3010
1788569576,74666,81,587.28,45697,8578,3010
1788569581,74666,76,429.73,45605,8707,3010
1788569586,74666,65,118.75,45156,10807,3010
1788569591,74666,61,97.06,45156,10820,3010
1788569596,74666,58,95.66,45156,10595,3007
1788569601,74666,55,58.82,45156,10400,3007
1788569606,74666,53,17.58,45156,10203,3007
1788569611,74666,51,17.07,45156,9775,3007
1788569616,74666,65,534.86,45288,8986,3007
1788569621,74666,67,561.87,45225,8977,3007
1788569626,74666,70,564.79,45548,8716,3007
1788569631,74666,68,432.84,45667,8612,3007
1788569637,74666,71,488.53,45676,8625,3007
1788569642,74666,74,570.78,45622,8686,3007
1788569647,74666,76,509.88,45665,8617,3007
1788569652,74666,76,462.15,45696,8603,3007
1788569657,74666,67,512.53,45666,8670,3007
1788569662,74666,78,571.31,45625,8679,3007
1788569667,74666,77,461.85,45706,8527,3007
1788569672,74666,79,577.51,45657,8621,3007
1788569677,74672,79,584.49,45686,8587,3007
1788569682,74672,78,500.07,45664,8615,3007
1788569687,74672,79,568.12,45726,8624,3007
1788569692,74672,66,135.29,45527,8943,3007
1788569697,74672,62,97.22,45527,10490,3007
1788569702,74672,59,95.54,45527,10493,3007
1788569707,74672,57,94.00,45527,10011,3006
1788569712,74672,54,22.61,45527,9876,3006
1788569718,74672,52,18.51,45527,9514,3006
1788569723,74672,50,18.93,45527,8384,3006
1788569728,74672,52,104.46,45285,10607,3006
1788569733,74672,50,87.01,45285,10621,3006
1788569738,74672,49,86.46,45285,10234,3005
1788569743,74672,48,76.45,45285,10054,3004
1788569748,74672,46,15.51,45285,9683,3004
1788569753,74672,45,15.52,45285,8728,3004
1788569758,74672,49,119.63,45524,8705,3004
1788569763,74672,47,85.19,45524,10372,3004
1788569768,74672,46,85.58,45524,10053,3004
1788569773,74672,46,84.96,45524,9895,3004
1788569778,74672,44,19.63,45524,9550,3004
1788569783,74672,43,15.67,45524,8394,3004
1788569788,74672,47,159.32,45530,8654,3002
1788569793,74672,45,84.28,45530,10492,3002
1788569798,74672,45,84.32,45530,10074,3003
1788569804,74672,44,83.66,45530,9919,3003
1788569809,74672,42,25.60,45530,9549,3003
1788569814,74672,41,16.64,45530,8516,3003
1788569819,74672,58,532.75,45666,8640,3003
1788569824,74672,49,182.78,45521,8854,3003
1788569829,74672,46,85.91,45521,10343,3003
1788569834,74672,45,84.86,45521,10014,3003
1788569839,74672,45,85.13,45521,9866,3003
1788569844,74672,43,29.88,45521,9528,3003
1788569849,74672,42,16.50,45521,8474,3003
1788569854,74672,59,530.63,45667,8628,3003
1788569859,74672,62,556.27,45553,8659,3003
1788569864,74672,49,105.23,45524,10483,3003
1788569869,74672,47,86.93,45524,10226,3003
1788569874,74672,46,84.88,45524,10035,3003
1788569879,74672,45,66.25,45524,9827,3003
1788569885,74672,43,16.95,45524,9240,3003
1788569890,74672,48,24.84,45557,8571,3003
1788569895,74672,62,523.49,45563,8585,3003
1788569900,74672,52,385.36,45528,8836,3003
1788569905,74672,48,86.11,45528,10430,3003
1788569910,74672,47,85.23,45528,10023,3003
1788569915,74672,46,84.84,45528,9882,3003
1788569920,74672,44,30.43,45528,9726,3003
1788569925,74672,43,15.42,45528,8405,3003
1788569930,74672,59,553.48,45613,8551,3003
1788569935,74672,61,341.35,45761,8415,3003
1788569940,74672,61,267.28,45772,8425,3003
1788569945,74674,52,406.85,45823,8447,3003
1788569950,74674,63,407.48,45290,9014,3003
1788569955,74674,66,560.97,45378,8913,3003
1788569960,74674,69,564.75,45489,8814,3003
1788569965,74674,69,307.60,45606,8638,3003
1788569971,74674,65,257.92,45753,8459,3003
1788569976,74674,71,568.72,43216,11053,3003
1788569981,74674,59,149.28,43176,11128,3003
1788569986,74674,55,91.30,43176,12746,3003
1788569991,74674,53,89.19,43176,12375,3003
1788569996,74674,52,88.26,43176,12207,3003
1788570001,74674,49,18.30,43176,12030,3003
1788570006,74674,47,15.80,43176,11528,3003
1788570011,74674,61,387.98,43315,10849,3003
1788570016,74674,66,546.05,43426,10876,3003
1788570021,74674,68,571.07,43426,10888,3003
1788570026,74674,71,572.05,43537,10799,3003
1788570031,74674,71,573.41,42706,11579,3003
1788570036,74674,73,577.26,42817,11426,3003
1788570041,74674,72,472.28,42886,11293,3003
1788570046,74674,76,582.74,42917,11387,3003
1788570052,74674,62,171.57,43182,11119,3003
1788570057,74674,58,93.93,43182,12784,3003
1788570062,74674,56,92.06,43182,12398,3003
1788570067,74674,54,90.06,43182,12204,3003
1788570072,74674,51,20.25,43182,11857,3003
1788570077,74674,49,16.16,43182,10675,3003
1788570082,74674,66,550.33,43252,10873,3003
1788570087,74674,68,383.11,43483,10657,3003
1788570092,74674,71,572.72,43483,10657,3003
1788570097,74674,72,576.94,43594,10589,3003
1788570102,74674,74,580.53,43705,10554,3003
1788570107,74674,74,575.54,43060,11174,3003
1788570112,74674,76,559.09,43170,11039,3003
1788570117,74674,66,423.97,43303,10850,3003
1788570122,74674,59,95.93,43303,12538,3003
