ts,vram_used_mib,gpu_temp_c,gpu_power_w,engine_rss_mib,mem_available_mib,swap_used_mib
1788547722,94665,42,81.28,3386,51273,5978
1788547727,94665,41,55.00,3386,51040,5978
1788547732,94665,41,14.99,3386,50630,5978
1788547738,94665,43,135.14,3386,50026,5978
1788547743,94665,42,81.38,3386,51620,5978
1788547748,94665,42,80.85,3386,51253,5978
1788547753,94665,42,81.23,3386,51092,5978
1788547758,94665,40,18.36,3386,50718,5978
1788547763,94665,40,15.38,3386,49592,5978
1788547768,94665,42,81.78,3386,51596,5978
1788547773,94665,42,80.71,3386,51448,5977
1788547778,94665,42,81.58,3386,51235,5978
1788547783,94665,41,50.13,3386,50982,5977
1788547788,94665,40,15.37,3386,50495,5977
1788547793,94665,55,556.10,3447,49805,5977
1788547798,94665,57,574.06,3447,49882,5977
1788547803,94665,46,92.95,3460,51583,5977
1788547808,94665,45,83.16,3460,51280,5977
1788547813,94665,44,81.70,3460,51118,5977
1788547818,94665,43,58.98,3460,50865,5977
1788547824,94665,42,14.91,3460,49360,5977
1788547829,94665,44,100.90,3461,51588,5977
1788547834,94665,43,82.17,3461,51665,5976
1788547839,94665,43,82.04,3461,51182,5977
1788547844,94665,43,81.40,3461,50983,5977
1788547849,94665,41,18.31,3461,50335,5977
1788547854,94665,47,151.10,3462,49849,5977
1788547859,94665,42,82.25,3462,51600,5977
